CNPJ_Emissora,Codigo_Identificacao_Certificado,Companhia_Emissora,Tipo_Lastro,Detalhamento_Lastro,Numero_Emissao,Nome_Emissao,Data_Emissao,_tipo_certificado
02.773.542/0001-22,BRAPCSCRI3J8,Opea Securtizadora,Título de Dívida,CCI - Financiamento Imobiliário,1.0,1ª Emissão,2018-06-28,CRI
02.773.542/0001-22,BRAPCSCRI3J8,OPEA Securitizadora S.A.,Créditos,Financiamento Imobiliário,1.0,1ª Emissão de CRI,2018-06-28,CRI
02.773.542/0001-22,BRAPCSCRI3J8,OPEA Securitizadora S.A.,Créditos,Financiamento Imobiliário,1.0,1ª Emissao de CRI,2018-06-28,CRI
02.773.542/0001-22,BRAPCSCRI3N0,OPEA Securitizadora S.A.,Créditos,Financiamento Imobiliário,1.0,1ª Emissão de CRI,2018-06-29,CRI
02.773.542/0001-22,BRAPCSCRI3N0,OPEA Securitizadora S.A.,Créditos,Financiamento Imobiliário,1.0,1ª Emissao de CRI,2018-06-29,CRI
02.773.542/0001-22,BRAPCSCRI3Q3,Opea Securtizadora,Título de Dívida,CCI - Compra e Venda,1.0,1ª Emissão,2017-09-29,CRI
02.773.542/0001-22,BRAPCSCRI3Q3,OPEA SECURITIZADORA S.A.,Créditos,CCI - Compra e Venda,1.0,1ª Emissão,2017-09-29,CRI
02.773.542/0001-22,BRAPCSCRI3S9,Opea Securtizadora,Título de Dívida,CCI - Compra e Venda,1.0,1ª Emissão,2017-09-29,CRI
02.773.542/0001-22,BRAPCSCRI3S9,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissão de CRI,2017-09-29,CRI
02.773.542/0001-22,BRAPCSCRI3S9,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissao de CRI,2017-09-29,CRI
02.773.542/0001-22,BRAPCSCRI440,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI440,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI440,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI457,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI457,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI457,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI457,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI465,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI465,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI465,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI465,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI473,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI473,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI473,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI473,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI481,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI481,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI481,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI481,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2018-08-16,CRI
02.773.542/0001-22,BRAPCSCRI4E7,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissão de CRI,2018-10-19,CRI
02.773.542/0001-22,BRAPCSCRI4E7,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,1.0,1ª Emissão de CRI,2018-10-19,CRI
02.773.542/0001-22,BRAPCSCRI4E7,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,1.0,1ª Emissao de CRI,2018-10-19,CRI
02.773.542/0001-22,BRAPCSCRI4F4,Opea Securitizadora,Título de Dívida,CCI - Compra e Venda,1.0,1ª Emissão,2018-10-19,CRI
02.773.542/0001-22,BRAPCSCRI4F4,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissão de CRI,2018-10-19,CRI
02.773.542/0001-22,BRAPCSCRI4F4,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,1.0,1ª Emissão de CRI,2018-10-19,CRI
02.773.542/0001-22,BRAPCSCRI4F4,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,1.0,1ª Emissao de CRI,2018-10-19,CRI
02.773.542/0001-22,BRAPCSCRI4H0,Opea Securitizadora,Título de Dívida,CCI - Compra e Venda,1.0,1ª Emissão,2018-09-28,CRI
02.773.542/0001-22,BRAPCSCRI4H0,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissão de CRI,2018-09-28,CRI
02.773.542/0001-22,BRAPCSCRI4H0,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissao de CRI,2018-09-28,CRI
02.773.542/0001-22,BRAPCSCRI4Y5,Opea Securitizadora,Título de Dívida,CCI - Debênture,1.0,1ª Emissão,2019-05-29,CRI
02.773.542/0001-22,BRAPCSCRI4Y5,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-05-29,CRI
02.773.542/0001-22,BRAPCSCRI4Y5,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-05-29,CRI
02.773.542/0001-22,BRAPCSCRI4Y5,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-05-29,CRI
02.773.542/0001-22,BRAPCSCRI4Z2,Opea Securitizadora,Título de Dívida,CCI - Debênture,1.0,1ª Emissão,2019-05-29,CRI
02.773.542/0001-22,BRAPCSCRI4Z2,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-05-29,CRI
02.773.542/0001-22,BRAPCSCRI4Z2,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-05-29,CRI
02.773.542/0001-22,BRAPCSCRI4Z2,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-05-29,CRI
02.773.542/0001-22,BRAPCSCRI523,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-07-03,CRI
02.773.542/0001-22,BRAPCSCRI5M7,OPEA Securitizadora S.A.,Créditos,Cédula de Crédito Bancário,1.0,1ª Emissão de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5M7,OPEA Securitizadora S.A.,Título de Dívida,Cédula de Crédito Bancário,1.0,1ª Emissão de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5M7,OPEA Securitizadora S.A.,Título de Dívida,Cédula de Crédito Bancário,1.0,1ª Emissao de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5N5,OPEA Securitizadora S.A.,Créditos,Cédula de Crédito Bancário,1.0,1ª Emissão de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5N5,OPEA Securitizadora S.A.,Título de Dívida,Cédula de Crédito Bancário,1.0,1ª Emissão de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5N5,OPEA Securitizadora S.A.,Título de Dívida,Cédula de Crédito Bancário,1.0,1ª Emissao de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5O3,OPEA Securitizadora S.A.,Créditos,Cédula de Crédito Bancário,1.0,1ª Emissão de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5O3,OPEA Securitizadora S.A.,Título de Dívida,Cédula de Crédito Bancário,1.0,1ª Emissão de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5O3,OPEA Securitizadora S.A.,Título de Dívida,Cédula de Crédito Bancário,1.0,1ª Emissao de CRI,2019-07-10,CRI
02.773.542/0001-22,BRAPCSCRI5T2,Opea Securitizadora S.A,Créditos,CCI - Locações,1.0,1ª Emissão,2019-08-19,CRI
02.773.542/0001-22,BRAPCSCRI5T2,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-08-19,CRI
02.773.542/0001-22,BRAPCSCRI5U0,Opea Securtizadora,Título de Dívida,CCI - Debênture,1.0,1ª Emissão,2019-08-16,CRI
02.773.542/0001-22,BRAPCSCRI5U0,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-08-16,CRI
02.773.542/0001-22,BRAPCSCRI5U0,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-08-16,CRI
02.773.542/0001-22,BRAPCSCRI5U0,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-08-16,CRI
02.773.542/0001-22,BRAPCSCRI5W6,Opea Securitizadora S.A,Créditos,CCI - Locações,1.0,1ª Emissão,2019-09-16,CRI
02.773.542/0001-22,BRAPCSCRI5W6,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-09-16,CRI
02.773.542/0001-22,BRAPCSCRI5W6,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-09-16,CRI
02.773.542/0001-22,BRAPCSCRI5W6,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-09-16,CRI
02.773.542/0001-22,BRAPCSCRI5X4,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-08-20,CRI
02.773.542/0001-22,BRAPCSCRI5X4,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-08-20,CRI
02.773.542/0001-22,BRAPCSCRI5X4,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-08-20,CRI
02.773.542/0001-22,BRAPCSCRI5Y2,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-09-18,CRI
02.773.542/0001-22,BRAPCSCRI5Y2,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-09-18,CRI
02.773.542/0001-22,BRAPCSCRI5Y2,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-09-18,CRI
02.773.542/0001-22,BRAPCSCRI648,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI648,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI648,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI648,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI655,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI655,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI655,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI655,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI663,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI663,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI663,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI663,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI671,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI671,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI671,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI671,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI689,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI689,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI689,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI689,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-10-18,CRI
02.773.542/0001-22,BRAPCSCRI6B8,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-11-01,CRI
02.773.542/0001-22,BRAPCSCRI6B8,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-11-01,CRI
02.773.542/0001-22,BRAPCSCRI6B8,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-11-01,CRI
02.773.542/0001-22,BRAPCSCRI6E2,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-11-01,CRI
02.773.542/0001-22,BRAPCSCRI6E2,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-11-01,CRI
02.773.542/0001-22,BRAPCSCRI6E2,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-11-01,CRI
02.773.542/0001-22,BRAPCSCRI6G7,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6G7,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6G7,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6H5,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6H5,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6H5,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6I3,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6I3,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6I3,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6J1,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6J1,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6J1,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6K9,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6K9,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6K9,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6L7,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6L7,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6L7,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-11-04,CRI
02.773.542/0001-22,BRAPCSCRI6O1,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-12-09,CRI
02.773.542/0001-22,BRAPCSCRI6O1,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-12-09,CRI
02.773.542/0001-22,BRAPCSCRI6O1,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-12-09,CRI
02.773.542/0001-22,BRAPCSCRI6P8,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-12-09,CRI
02.773.542/0001-22,BRAPCSCRI6P8,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-12-09,CRI
02.773.542/0001-22,BRAPCSCRI6P8,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-12-09,CRI
02.773.542/0001-22,BRAPCSCRI6S2,Opea Securtizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2019-11-12,CRI
02.773.542/0001-22,BRAPCSCRI6S2,OPEA SECURITIZADORA S.A,Créditos,Locação,1.0,1ª Emissão de CRI,2019-11-12,CRI
02.773.542/0001-22,BRAPCSCRI6S2,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-11-12,CRI
02.773.542/0001-22,BRAPCSCRI6S2,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-11-12,CRI
02.773.542/0001-22,BRAPCSCRI6S2,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-11-12,CRI
02.773.542/0001-22,BRAPCSCRI6Y0,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-12-19,CRI
02.773.542/0001-22,BRAPCSCRI6Y0,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-12-19,CRI
02.773.542/0001-22,BRAPCSCRI6Y0,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-12-19,CRI
02.773.542/0001-22,BRAPCSCRI705,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-12-17,CRI
02.773.542/0001-22,BRAPCSCRI705,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-12-17,CRI
02.773.542/0001-22,BRAPCSCRI705,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-12-17,CRI
02.773.542/0001-22,BRAPCSCRI747,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2019-12-20,CRI
02.773.542/0001-22,BRAPCSCRI747,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2019-12-20,CRI
02.773.542/0001-22,BRAPCSCRI747,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2019-12-20,CRI
02.773.542/0001-22,BRAPCSCRI762,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2020-01-15,CRI
02.773.542/0001-22,BRAPCSCRI762,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2020-01-15,CRI
02.773.542/0001-22,BRAPCSCRI762,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2020-01-15,CRI
02.773.542/0001-22,BRAPCSCRI770,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2020-02-17,CRI
02.773.542/0001-22,BRAPCSCRI770,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2020-02-17,CRI
02.773.542/0001-22,BRAPCSCRI770,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2020-02-17,CRI
02.773.542/0001-22,BRAPCSCRI788,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2020-03-03,CRI
02.773.542/0001-22,BRAPCSCRI788,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2020-03-03,CRI
02.773.542/0001-22,BRAPCSCRI788,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2020-03-03,CRI
02.773.542/0001-22,BRAPCSCRI796,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2020-03-03,CRI
02.773.542/0001-22,BRAPCSCRI796,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2020-03-03,CRI
02.773.542/0001-22,BRAPCSCRI796,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2020-03-03,CRI
02.773.542/0001-22,BRAPCSCRI7C4,Opea Securitizadora,Créditos,CCI - Compra e Venda,1.0,1ª Emissão,2020-02-28,CRI
02.773.542/0001-22,BRAPCSCRI7C4,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissão de CRI,2020-02-28,CRI
02.773.542/0001-22,BRAPCSCRI7C4,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissao de CRI,2020-02-28,CRI
02.773.542/0001-22,BRAPCSCRI7I1,Opea Securitizadora,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2020-03-12,CRI
02.773.542/0001-22,BRAPCSCRI7I1,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2020-03-12,CRI
02.773.542/0001-22,BRAPCSCRI7I1,OPEA Securitizadora S.A.,Título de Dívida,Locação,1.0,1ª Emissão de CRI,2020-03-12,CRI
02.773.542/0001-22,BRAPCSCRI7I1,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,1.0,1ª Emissao de CRI,2020-03-12,CRI
02.773.542/0001-22,BRAPCSCRI7N1,OPEA SECURITIZADORA S.A.,Título de Dívida,"CCI - CCI, CCI - Debênture",1.0,1ª Emissão de CRI,2020-05-05,CRI
02.773.542/0001-22,BRAPCSCRI7N1,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2020-05-05,CRI
02.773.542/0001-22,BRAPCSCRI7Q4,OPEA SECURITIZADORA S.A.,Créditos,CCI - Compra e Venda,1.0,1ª Emissão,2020-05-04,CRI
02.773.542/0001-22,BRAPCSCRI7R2,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2020-05-28,CRI
02.773.542/0001-22,BRAPCSCRI7R2,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2020-05-28,CRI
02.773.542/0001-22,BRAPCSCRI7R2,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2020-05-28,CRI
02.773.542/0001-22,BRAPCSCRI7S0,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2020-05-28,CRI
02.773.542/0001-22,BRAPCSCRI7S0,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2020-05-28,CRI
02.773.542/0001-22,BRAPCSCRI7S0,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2020-05-28,CRI
02.773.542/0001-22,BRAPCSCRI7V4,OPEA Securitizadora S.A.,Créditos,Locação,1.0,1ª Emissão de CRI,2020-06-29,CRI
02.773.542/0001-22,BRAPCSCRI7V4,OPEA SECURITIZADORA S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2020-06-29,CRI
02.773.542/0001-22,BRAPCSCRI7W2,Opea Securitizadora,Título de Dívida,"CCI - Compra e Venda, CCI - Locação / Arrendamento / Superfície",1.0,1ª Emissão,2020-07-23,CRI
02.773.542/0001-22,BRAPCSCRI7W2,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissão de CRI,2020-07-23,CRI
02.773.542/0001-22,BRAPCSCRI7W2,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,1.0,1ª Emissão de CRI,2020-07-23,CRI
02.773.542/0001-22,BRAPCSCRI7W2,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,1.0,1ª Emissao de CRI,2020-07-23,CRI
02.773.542/0001-22,BRAPCSCRI804,Opea Securitizadora,Título de Dívida,CCI - Compra e Venda,1.0,1ª Emissão,2020-07-22,CRI
02.773.542/0001-22,BRAPCSCRI804,OPEA Securitizadora S.A.,Créditos,Compra e Venda,1.0,1ª Emissão de CRI,2020-07-22,CRI
02.773.542/0001-22,BRAPCSCRI804,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,1.0,1ª Emissão de CRI,2020-07-22,CRI
02.773.542/0001-22,BRAPCSCRI804,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,1.0,1ª Emissao de CRI,2020-07-22,CRI
