CNPJ_Emissora,Codigo_Identificacao_Certificado,Data_Referencia,Versao,Tipo,CNPJ,Percentual,_tipo_certificado
02.773.542/0001-22,BRGCPSDBS000,2025-02-01,2,Devedor,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-03-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-03-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-04-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-04-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-05-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-05-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-06-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-06-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-07-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-07-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-08-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-08-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-09-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-09-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-10-01,1,Cedente,12.423.925/0001-24,1.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-10-01,1,Devedor,12.423.925/0001-24,1.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-11-01,1,Cedente,12.423.925/0001-24,1.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-11-01,1,Devedor,12.423.925/0001-24,1.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-12-01,1,Cedente,12.423.925/0001-24,1.0,CRI
02.773.542/0001-22,BRGCPSDBS000,2025-12-01,1,Devedor,12.423.925/0001-24,1.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-02-01,1,Cedente,53191660000163,0.5,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-02-01,1,Devedor,53191660000163,1.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-03-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-03-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-04-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-04-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-05-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-05-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-06-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-06-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-07-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-07-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-08-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-08-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-09-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-09-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-10-01,1,Cedente,,1.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-10-01,1,Devedor,99.999.999/9999-99,1.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-11-01,1,Cedente,,1.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-11-01,1,Devedor,99.999.999/9999-99,1.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-12-01,1,Cedente,,1.0,CRI
02.773.542/0001-22,BRHBSCCRIAX7,2025-12-01,1,Devedor,99.999.999/9999-99,1.0,CRI
02.773.542/0001-22,BRIMWLCRIO61,2025-10-01,1,Cedente,,1.0,CRI
02.773.542/0001-22,BRIMWLCRIO61,2025-10-01,1,Devedor,20.961.867/0001-10,1.0,CRI
02.773.542/0001-22,BRIMWLCRIO61,2025-11-01,1,Cedente,,1.0,CRI
02.773.542/0001-22,BRIMWLCRIO61,2025-11-01,1,Devedor,20.961.867/0001-10,1.0,CRI
02.773.542/0001-22,BRIMWLCRIO61,2025-12-01,1,Cedente,,1.0,CRI
02.773.542/0001-22,BRIMWLCRIO61,2025-12-01,1,Devedor,20.961.867/0001-10,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-02-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-02-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-03-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-03-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-04-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-04-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-05-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-05-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-06-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-06-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-07-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-07-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-08-01,2,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-08-01,2,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-09-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-09-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-10-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-10-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-11-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-11-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-12-01,1,Cedente,09426910000105,1.0,CRI
02.773.542/0001-22,BRPDGSCRI031,2025-12-01,1,Devedor,09426910000105,1.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-01-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-01-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-02-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-02-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-03-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-03-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-04-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-04-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-06-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-06-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-07-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-07-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-08-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-08-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-09-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-09-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-10-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-10-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-11-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-11-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2E8,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2F5,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2F5,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2G3,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2G3,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-01-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-01-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-02-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-02-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-03-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-03-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-04-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-04-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-06-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-06-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-07-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-07-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-08-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-08-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-09-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-09-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-10-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-10-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-11-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-11-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2P4,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2Q2,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2Q2,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-01-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-01-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-02-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-02-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-03-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-03-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-04-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-04-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-06-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-06-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-07-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-07-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-08-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-08-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-09-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-09-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-10-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-10-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-11-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-11-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBCSCRI2T6,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR002,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR002,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR036,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR036,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR093,2025-11-01,1,Cedente,62.533.266/0001-57,1.0,CRI
02.773.542/0001-22,BRRBRACIR093,2025-11-01,1,Devedor,62.533.266/0001-57,1.0,CRI
02.773.542/0001-22,BRRBRACIR093,2025-12-01,1,Cedente,62.533.266/0001-57,1.0,CRI
02.773.542/0001-22,BRRBRACIR093,2025-12-01,1,Devedor,62.533.266/0001-57,1.0,CRI
02.773.542/0001-22,BRRBRACIR0A3,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0A3,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0B1,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0B1,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0D7,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0D7,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0E5,2025-12-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRRBRACIR0E5,2025-12-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRRBRACIR0J4,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0J4,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0P1,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0P1,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0R7,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0R7,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0T3,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0T3,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0V9,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0V9,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0W7,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0W7,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0Y3,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0Y3,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR0Z0,2025-12-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRRBRACIR0Z0,2025-12-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRRBRACIR101,2025-12-01,1,Cedente,41.508.687/0001-58,1.0,CRI
02.773.542/0001-22,BRRBRACIR101,2025-12-01,1,Devedor,57.345.242/0001-34,1.0,CRI
02.773.542/0001-22,BRRBRACIR119,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR119,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR127,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR127,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR135,2025-12-01,1,Cedente,28.545.593/0001-90,1.0,CRI
02.773.542/0001-22,BRRBRACIR135,2025-12-01,1,Devedor,28.545.593/0001-90,1.0,CRI
02.773.542/0001-22,BRRBRACIR168,2025-12-01,2,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR168,2025-12-01,2,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR176,2025-12-01,1,Cedente,,0.0,CRI
02.773.542/0001-22,BRRBRACIR176,2025-12-01,1,Devedor,,0.0,CRI
02.773.542/0001-22,BRRBRACIR184,2025-12-01,1,Cedente,61.873.104/0001-03,1.0,CRI
02.773.542/0001-22,BRRBRACIR184,2025-12-01,1,Devedor,06.057.223/0001-71,1.0,CRI
02.773.542/0001-22,BRRBRACIR192,2025-12-01,1,Cedente,08.065.557/0001-12,1.0,CRI
02.773.542/0001-22,BRRBRACIR192,2025-12-01,1,Devedor,08.065.557/0001-12,1.0,CRI
02.773.542/0001-22,BRRBRACIR1B9,2025-12-01,1,Cedente,08.610.386/0001-65,1.0,CRI
02.773.542/0001-22,BRRBRACIR1B9,2025-12-01,1,Devedor,08.610.386/0001-65,1.0,CRI
02.773.542/0001-22,BRRBRACIR1D5,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACIR1D5,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-01-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-01-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-02-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-02-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-03-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-03-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-04-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-04-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-06-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-06-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-07-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-07-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-08-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-08-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-09-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-09-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-10-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-10-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-11-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-11-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2D1,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-01-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-01-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-02-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-02-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-03-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-03-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-04-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-04-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-06-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-06-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-07-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-07-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-08-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-08-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-09-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-09-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-10-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA2H2,2025-10-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-01-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-01-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-02-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-02-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-03-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-03-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-04-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-04-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-06-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-06-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-07-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-07-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-08-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-08-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-09-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-09-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-10-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-10-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-11-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-11-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-12-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA3H0,2025-12-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-02-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-02-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-03-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-03-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-04-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-04-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-05-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-05-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-06-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-06-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-07-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-07-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-08-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-08-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-09-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-09-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-10-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-10-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-11-01,1,Cedente,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-11-01,1,Devedor,0,0.0,CRI
02.773.542/0001-22,BRRBRACRA6S0,2025-12-01,1,Cedente,0,0.0,CRI
